"name","description","short_name","id"
"Precio medio mensual componente incumplimiento energía de balance comercialización de referencia","Cumpliendo con lo especificado en la disposición adicional quinta de la Orden ITC/1659/2009, en este apartado se publica el coste final de la energía, así como los componentes del precio final, en agregado y para cada tipo de consumidor. En concreto este indicador se refiere a la componente de incumplimiento de energía de balance del precio medio ponderado mensual de la energía para el tipo de consumidor comercializador de referencia. Publicación: diariamente a partir de las 19:30 horas se publica el avance para todos los días del mes en curso. El cierre C2 del mes M-1 en los diez primeros días del mes y el resto de cierres dos días después de su fecha de facturación según el calendario de liquidaciones.","Incumplimiento energía balance CR",1361
"Precio medio mensual componente incumplimiento energía de balance ","Cumpliendo con lo especificado en la disposición adicional quinta de la Orden ITC/1659/2009, en este apartado se publica el coste final de la energía, así como los componentes del precio final, en agregado y para cada tipo de consumidor. En concreto este indicador se refiere a la componente de incumplimiento de energía de balance del precio medio ponderado mensual de la energía para todos los tipos de consumidores. Publicación: diariamente a partir de las 19:30 horas se publica el avance para todos los días del mes en curso. El cierre C2 del mes M-1 en los diez primeros días del mes y el resto de cierres dos días después de su fecha de facturación según el calendario de liquidaciones.","Incumplimiento energía balance",1362
"Precio medio anual componente incumplimiento energía de balance contratación libre","Cumpliendo con lo especificado en la disposición adicional quinta de la Orden ITC/1659/2009, en este apartado se publica el coste final de la energía, así como los componentes del precio final, en agregado y para cada tipo de consumidor. En concreto este indicador se refiere a la componente de incumplimiento de energía de balance del precio medio ponderado anual de la energía para todos el tipo de consumidor de contratación libre. Publicación: diariamente a partir de las 19:30 horas se publica el avance para todos los días del mes en curso. El cierre C2 del mes M-1 en los diez primeros días del mes y el resto de cierres dos días después de su fecha de facturación según el calendario de liquidaciones.","Incumplimiento energía balance CL",1363
"Precio medio anual componente incumplimiento energía de balance comercialización de referencia","Cumpliendo con lo especificado en la disposición adicional quinta de la Orden ITC/1659/2009, en este apartado se publica el coste final de la energía, así como los componentes del precio final, en agregado y para cada tipo de consumidor. En concreto este indicador se refiere a la componente de incumplimiento de energía de balance del precio medio ponderado anual de la energía para todos el tipo de consumidor comercializadores de referencia. Publicación: diariamente a partir de las 19:30 horas se publica el avance para todos los días del mes en curso. El cierre C2 del mes M-1 en los diez primeros días del mes y el resto de cierres dos días después de su fecha de facturación según el calendario de liquidaciones.","Incumplimiento energía balance CR",1364
"Precio medio anual componente incumplimiento energía de balance ","Cumpliendo con lo especificado en la disposición adicional quinta de la Orden ITC/1659/2009, en este apartado se publica el coste final de la energía, así como los componentes del precio final, en agregado y para cada tipo de consumidor. En concreto este indicador se refiere la componente de incumplimiento de energía de balance del precio medio ponderado anual de la energía para todos los tipos de consumidores. Publicación: diariamente a partir de las 19:30 horas se publica el avance para todos los días del mes en curso. El cierre C2 del mes M-1 en los diez primeros días del mes y el resto de cierres dos días después de su fecha de facturación según el calendario de liquidaciones.","Incumplimiento energía balance",1365
"Precio medio cuarto horario componente incumplimiento energía de balance contratación libre","En este apartado se publica el precio final medio de la energía calculado según el criterio de la Resolución vigente. En concreto este indicador se refiere a la componente incumplimiento energía de balance del precio medio ponderado cuarto horario de la energía para el tipo de consumidor de contratación libre. Para fechas anteriores al 1 de Enero de 2026, la resolución es horaria. Publicación: diariamente a partir de las 19:30 horas se publica el avance para todos los días del mes en curso. El cierre C2 del mes M-1 en los diez primeros días del mes y el resto de cierres dos días después de su fecha de facturación según el calendario de liquidaciones.","Precio medio cuarto horario componente incumplimiento energía de balance contratación libre",1366
"Precio medio cuarto horario componente incumplimiento energía de balance comercializadores de referencia","En este apartado se publica el precio final medio de la energía calculado según el criterio de la Resolución vigente. En concreto este indicador se refiere a la componente incumplimiento energía de balance del precio medio ponderado cuarto horario de la energía para el tipo de consumidor comercializadores de referencia. Para fechas anteriores al 1 de Enero de 2026, la resolución es horaria. Publicación: diariamente a partir de las 19:30 horas se publica el avance para todos los días del mes en curso. El cierre C2 del mes M-1 en los diez primeros días del mes y el resto de cierres dos días después de su fecha de facturación según el calendario de liquidaciones.","Precio medio qh de balance comercializadores de referencia",1367
"Precio medio cuarto horario componente incumplimiento energía de balance","En este apartado se publica el precio final medio de la energía calculado según el criterio de la Resolución vigente. En concreto este indicador se refiere a la componente incumplimiento energía de balance del precio medio ponderado cuarto horario de la energía para todos los tipos de consumidores. Para fechas anteriores al 1 de Enero de 2026, la resolución es horaria. Publicación: diariamente a partir de las 19:30 horas se publica el avance para todos los días del mes en curso. El cierre C2 del mes M-1 en los diez primeros días del mes y el resto de cierres dos días después de su fecha de facturación según el calendario de liquidaciones.","Precio medio cuarto horario componente incumplimiento energía de balance",1368
"Demanda medida tarifa de acceso 6.1A >= 1 KV Y < 30 KV","La tarifa de acceso es la tarifa que paga la compañía Comercializadora a la compañía Distribuidora por el uso de la red de distribución de la energía. Es una tarifa fijada por el Gobierno y que paga el cliente a través de su compañía Comercializadora cuando contrata una tarifa en mercado libre. En concreto este indicador se refiere a las medidas de consumo para la tarifa de acceso 6.1A >= 1 KV Y < 30 KV. Publicación: diariamente cada vez que lleguen nuevas medidas a partir del mes M+8.","Demanda tarifa 6.1A ",1369
"Demanda medida tarifa de acceso 6.1B >= 30 KV Y < 36 KV","La tarifa de acceso es la tarifa que paga la compañía Comercializadora a la compañía Distribuidora por el uso de la red de distribución de la energía. Es una tarifa fijada por el Gobierno y que paga el cliente a través de su compañía Comercializadora cuando contrata una tarifa en mercado libre. En concreto este indicador se refiere a las medidas de consumo para la tarifa de acceso 6.1B >= 30 KV Y < 36 KV. Publicación: diariamente cada vez que lleguen nuevas medidas a partir del mes M+8.","Demanda tarifa 6.1B ",1370
"Nº de Clientes > 450 kW tarifa de acceso 6.1A >= 1 KV Y < 30 KV","Número de clientes de potencia contratada superior a 450kW para las diferentes tarifas. En concreto este indicador se refiere al número de clientes con tarifa tarifa de acceso 6.1A >= 1 KV Y < 30 KV. Este indicador se puede desglosar por provincias. Publicación: diariamente sobre las 3:30 horas con la información del día D.","Nº Clientes 6.1A ",1371
"Nº de Clientes > 450 kW tarifa de acceso 6.1B >= 30 KV Y < 36 KV","Número de clientes de potencia contratada superior a 450kW para las diferentes tarifas. En concreto este indicador se refiere al número de clientes con tarifa tarifa de acceso 6.1B >= 30 KV Y < 36 KV. Este indicador se puede desglosar por provincias. Publicación: diariamente sobre las 3:30 horas con la información del día D.","Nº Clientes 6.1B ",1372
"Coste de solución de restricciones técnicas diario Fase I subir","Proceso de solución de restricciones técnicas PBF o Mercado de seguridad del diario es el proceso realizado por el Operador del sistema consistente en la resolución de las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento (Fase I) mediante la modificación de los programas de las Unidades de Programación y el posterior proceso de reequilibrio generación-demanda (Fase II).  Este servicio se encuentra regulado en el P.O.-3.2. En concreto este indicador se refiere al coste de la resolución de restricciones técnicas del diario en la fase I a subir. Publicación: diariamente sobre las 17:20 horas con la información del día D+1.","Coste Fase I subir",1373
"Coste de solución de restricciones técnicas diario Fase I bajar","Proceso de solución de restricciones técnicas PBF o Mercado de seguridad del diario es el proceso realizado por el Operador del sistema consistente en la resolución de las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento (Fase I) mediante la modificación de los programas de las Unidades de Programación y el posterior proceso de reequilibrio generación-demanda (Fase II).  Este servicio se encuentra regulado en el P.O.-3.2. En concreto este indicador se refiere al coste de la resolución de restricciones técnicas del diario en la fase I a bajar. Publicación: diariamente sobre las 17:20 horas con la información del día D+1.","Coste Fase I bajar",1374
"Coste de solución de restricciones técnicas diario Fase II subir","Proceso de solución de restricciones técnicas PBF o Mercado de seguridad del diario es el proceso realizado por el Operador del sistema consistente en la resolución de las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento (Fase I) mediante la modificación de los programas de las Unidades de Programación y el posterior proceso de reequilibrio generación-demanda (Fase II).  Este servicio se encuentra regulado en el P.O.-3.2. En concreto este indicador se refiere al coste de la resolución de restricciones técnicas del diario en la fase II a subir. Publicación: diariamente sobre las 17:20 horas con la información del día D+1.","Coste Fase II subir",1375
"Coste de solución de restricciones técnicas diario Fase II bajar","Proceso de solución de restricciones técnicas PBF o Mercado de seguridad del diario es el proceso realizado por el Operador del sistema consistente en la resolución de las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento (Fase I) mediante la modificación de los programas de las Unidades de Programación y el posterior proceso de reequilibrio generación-demanda (Fase II).  Este servicio se encuentra regulado en el P.O.-3.2. En concreto este indicador se refiere al coste de la resolución de restricciones técnicas del diario en la fase II a bajar. Publicación: diariamente sobre las 17:20 horas con la información del día D+1.","Coste Fase II bajar",1376
"Desglose peaje por defecto 2.0.A Coste de comercialización","Concepto que forma parte del término de facturación de energía activa del PVPC que es el precio horario del término de energía que se aplican en la factura eléctrica de los consumidores con una potencia contratada no superior a 10 kW y que estén acogidos al PVPC (Precio Voluntario para el Pequeño Consumidor). En concreto este indicador se refiere a la componente del coste de comencialización del término de facturación de energía activa del PVPC incluyendo las pérdidas para la tarifa por defecto (PEAJE 2.0.A). Publicación: diariamente a las 20:20 horas con la información del día D+1.","2.0.A Coste de comcercialización",1388
"Desglose eficiencia 2 periodos (DHA) 2.0.DHA Coste de comercialización","Concepto que forma parte del término de facturación de energía activa del PVPC que es el precio horario del término de energía que se aplican en la factura eléctrica de los consumidores con una potencia contratada no superior a 10 kW y que estén acogidos al PVPC (Precio Voluntario para el Pequeño Consumidor). En concreto este indicador se refiere a la componente del coste de comencialización del término de facturación de energía activa del PVPC incluyendo las pérdidas para la tarifa eficiencia dos periodos (PEAJE 2.0.DHA). Publicación: diariamente a las 20:20 horas con la información del día D+1.","2.0.DHA Coste de comcercialización",1389
"Desglose vehículo eléctrico 2.0.DHS Coste de comercialización","Concepto que forma parte del término de facturación de energía activa del PVPC que es el precio horario del término de energía que se aplican en la factura eléctrica de los consumidores con una potencia contratada no superior a 10 kW y que estén acogidos al PVPC (Precio Voluntario para el Pequeño Consumidor). En concreto este indicador se refiere a la componente del coste de comencialización del término de facturación de energía activa del PVPC incluyendo las pérdidas para la tarifa del vehículo eléctrico (PEAJE 2.0.DHS). Publicación: diariamente a las 20:20 horas con la información del día D+1.","2.0.DHS Coste de comercialización",1390
"Precio de derechos de emisión de despacho de los TNP (PCO2D)","Precio de derechos de emisión de despacho calculado según el art. 66 del RD 738/2015 Publicación: mensualmente con los datos del mes M.","Precio de derechos de emisión de despacho de los TNP (PCO2D)",1391
"Demanda medida nivel de tensión EA >= 1 kV y < 30 kV","Medidas de consumo según el nivel de tensión. En concreto este indicador se refiere a las medidas de consumo para el nivel de tensión EA >= 1 kV y < 30 kV. Publicación: diariamente cada vez que lleguen nuevas medidas a partir del mes M+8","EA >= 1 kV y < 30 kV",1393
"Demanda medida nivel de tensión EB >= 30 kV y < 36 kV","Medidas de consumo según el nivel de tensión. En concreto este indicador se refiere a las medidas de consumo para el nivel de tensión EB >= 30 kV y < 36 kV. Publicación: diariamente cada vez que lleguen nuevas medidas a partir del mes M+8.","EB >= 30 kV y < 36 kV",1394
"Nº de Clientes > 450 kW nivel de tensión EA >= 1 kV y < 30 kV","Número de clientes de potencia contratada superior a 450kW para las diferentes tarifas. En concreto este indicador se refiere al número de clientes con tarifa nivel de tensión EA >= 1 kV y < 30 kV. Este indicador se puede desglosar por provincias. Publicación: diariamente sobre las 3:30 horas con la información del día D.","EA >= 1 kV y < 30 kV",1395
"Nº de Clientes > 450 kW nivel de tensión EB >= 30 kV y < 36 kV","Número de clientes de potencia contratada superior a 450kW para las diferentes tarifas. En concreto este indicador se refiere al número de clientes con tarifa nivel de tensión EB >= 30 kV y < 36 kV. Este indicador se puede desglosar por provincias. Publicación: diariamente sobre las 3:30 horas con la información del día D.","EB >= 30 kV y < 36 kV",1396
"Solicitud de aplicación del servicio interrumpilidad por criterios económicos","Este indicador proporciona datos horarios de la solicitud por parte del operador de la aplicación del servicio de interrumpibilidad por criterios económicos. Publicación: en la hora siguiente a la activación del servicio.","Solicitud de aplicación del servicio interrumpilidad por criterios económicos",1397
"Solicitud de aplicación del servicio interrumpilidad por criterios técnicos","Este indicador proporciona datos horarios de la solicitud por parte del operador de la aplicación del servicio de interrumpibilidad por criterios técnicos.  Publicación: en la hora siguiente a la activación del servicio.","Solicitud de aplicación del servicio interrumpilidad por criterios técnicos",1398
"Solicitud de aplicación del servicio interrumpilidad a efectos de comprobación del funcionamiento efectivo del servicio","Este indicador proporciona datos horarios de la solicitud por parte del operador de la aplicación del servicio de interrumpibilidad a efectos de comprobación del funcionamiento efectivo del servicio.  Publicación: en la hora siguiente a la activación del servicio.","Solicitud de aplicación del servicio interrumpilidad a efectos de comprobación del funcionamiento",1399
"Generación programada PHFC Hidráulica UGH","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Hidráulica UGH. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Hidráulica UGH",1400
"Generación programada PHFC Hidráulica no UGH","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Hidráulica no UGH. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Hidráulica no UGH",1401
"Generación programada PHFC Turbinación bombeo","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Turbinación bombeo. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Turbinación bombeo",1402
"Generación programada PHFC Nuclear","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Nuclear. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Nuclear",1403
"Generación programada PHFC Hulla antracita Anexo II RD 134/2010","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Hulla antracita Anexo II RD 134/2010. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Hulla antracita RD 134/2010",1404
"Generación programada PHFC Hulla sub-bituminosa Anexo II RD 134/2010","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Hulla sub-bituminosa Anexo II RD 134/2010. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Hulla sub-bituminosa RD 134/2010",1405
"Generación programada PHFC Hulla antracita","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Hulla antracita. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Hulla antracita",1406
"Generación programada PHFC Hulla sub-bituminosa","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Hulla sub-bituminosa. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Hulla sub-bituminosa",1407
"Generación programada PHFC Ciclo combinado","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Ciclo combinado. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Ciclo combinado",1408
"Generación programada PHFC Fuel","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de  Fuel. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Fuel",1409
"Generación programada PHFC Gas Natural - Turbina de vapor","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Gas Natural. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Turbina de vapor",1410
"Generación programada PHFC Eólica terrestre","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Eólica terrestre. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Eólica terrestre",1411
"Generación programada PHFC Eólica marina","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Eólica marina. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Eólica marina",1412
"Generación programada PHFC Solar fotovoltaica","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Solar fotovoltaica. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Solar fotovoltaica",1413
"Generación programada PHFC Solar térmica","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de  Solar térmica. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Solar térmica",1414
"Generación programada PHFC Océano y geotérmica","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Océano y geotérmica. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Océano y geotérmica",1415
"Generación programada PHFC Gas Natural Cogeneración","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Gas Natural Cogeneración. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Gas Natural Cogeneración",1416
"Generación programada PHFC Derivados del petróleo ó carbón","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Derivados del petróleo ó carbón. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Derivados del petróleo ó carbón",1417
"Generación programada PHFC Subproductos minería","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Subproductos minería. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Subproductos minería",1418
"Generación programada PHFC Energía residual","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Energía residual. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Energía residual",1419
"Generación programada PHFC Biomasa","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Biomasa. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Biomasa",1420
"Generación programada PHFC Biogás","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Biogás. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Biogás",1421
"Generación programada PHFC Residuos domésticos y similares","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Residuos domésticos y similares. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Residuos domésticos y similares",1422
"Generación programada PHFC Residuos varios","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Residuos varios. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Residuos varios",1423
"Generación programada PHFC Consumo bombeo","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Consumo bombeo. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Consumo bombeo",1424
"Generación programada PHFC Enlace Baleares","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Enlace Baleares. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Enlace Baleares",1425
"Generación programada PHFC Genéricas","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Genéricas. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Genéricas",1426
"Generación programada PHFC Importación Francia","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Importación Francia. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Importación Francia",1427
"Generación programada PHFC Importación Portugal","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de  Importación Portugal. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Importación Portugal",1428
"Generación programada PHFC Importación Marruecos","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Importación Marruecos. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Importación Marruecos",1429
"Generación programada PHFC Importación Andorra","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario continuo como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. En concreto este indicador se refiere a las unidades de programación con tipo de producción de Importación Andorra. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Importación Andorra",1430
